시도교육청,교육지원청,지역,정보공시 학교코드,학교명,학교급코드,설립구분,학교특성,분교여부,설립유형,주야구분,개교기념일,설립일,법정동코드,주소내역,상세주소내역,우편번호,학교도로명 우편번호,학교도로명 주소,학교도로명 상세주소,위도,경도,전화번호,팩스번호,홈페이지 주소,남녀공학 구분,폐교여부,폐교일자,휴교여부
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001268,배영초등학교,02,공립,,N,단설,주간,19460430,19460430,2644010200,부산광역시 강서구 대저2동,배영초등학교.,618808,46723,부산광역시 강서구 공항로339번길 260,", 배영초등학교 (대저2동)",35.15049971,128.9458937,051-971-4428,051-971-4430,baeyeong.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001269,백산초등학교,02,공립,,N,단설,주간,19900301,19900301,2632010300,부산광역시 북구 만덕동,백산초등학교.,616829,46563,부산광역시 북구 덕천로259번길 23,"(만덕동, 백산초등학교)",35.21192687,129.0324696,051-330-8900,051-338-4503,www.baeksan.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001270,백양초등학교,02,공립,,N,단설,주간,19840130,19840130,2632010300,부산광역시 북구 만덕3동 838-1,백양초등학교.,616827,46611,부산광역시 북구 상리로18번길 12,"(만덕동, 백양초등학교)",35.20794691,129.0349627,051-310-5500,051-343-3139,http://baekyang.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001271,사상초등학교,02,공립,,N,병설,주간,19180401,19180401,2653010300,부산광역시 사상구 덕포1동   693,사상초등학교.,617813,46954,부산광역시 사상구 운산로 65,"(덕포동,사상초등학교)",35.16845031,128.9828407,051-330-5300,051-330-5388,http://sasang.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001272,삼광초등학교,02,공립,,N,단설,주간,19340601,19340301,2644010300,부산광역시 강서구 강동동,삼광초등학교.,618802,618802,부산광역시 강서구 제도로 434,"(강동동,삼광초등학교)",35.15255498,128.9173787,051-973-1918,051-973-4701,http://samkwang.es.kr,남녀공학,Y,20170301,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001273,삼덕초등학교,02,공립,,N,병설,주간,19791229,19791229,2653010100,부산광역시 사상구 삼락동   409-17,삼덕초등학교.,617826,46912,부산광역시 사상구 삼덕로 24,"(삼락동, 삼덕초등학교)",35.17407562,128.978754,051-303-0242,051-303-0244,http://www.samdok.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001275,서감초등학교,02,공립,,N,단설,주간,19840330,19840330,2653010500,부산광역시 사상구 감전1동 122-1,서감초등학교.,617802,46980,부산광역시 사상구 괘감로 64,", 서감초등학교 (감전동)",35.15781271,128.9821874,051-320-5800,051-312-7292,http://seogam.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001276,세산초등학교,02,공립,,N,단설,주간,19461215,19461215,2644011500,부산광역시 강서구 미음동,세산초등학교.,618220,618220,부산광역시 강서구 세산길 89,"(미음동,세산초등학교)",35.14458964,128.8721336,051-971-5404,051-971-0355,http://www.sesan.es.kr,남녀공학,Y,20150301,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001278,송정초등학교,02,공립,,N,단설,주간,19461013,19461013,2644010900,부산광역시 강서구 송정동,낙동남로 1144.,618270,618816,부산광역시 강서구 가락대로 230-72,"(송정동,송정초등학교)",35.08482227,128.8739766,051-831-5368,051-831-0923,http://www.pssongjung.es.kr/,남녀공학,Y,20170301,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001279,신금초등학교,02,공립,,N,단설,주간,19950302,19950302,2632010100,부산광역시 북구 금곡동,1109번지.,616812,46514,부산광역시 북구 효열로 42,"(금곡동, 신금초등학교)",35.25077302,129.0149667,051-330-6400,051-330-6404,www.sinkum.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001280,신천초등학교,02,공립,,N,단설,주간,20010301,20010301,2632010500,부산광역시 북구 구포동,신천초등학교.,616093,46619,부산광역시 북구 모분재로 83,"(구포동,신천초등학교)",35.19998373,129.0086652,051-341-4691,051-341-7307,psc.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001281,신호초등학교,02,공립,,N,단설,주간,19410610,19410610,2644011700,부산광역시 강서구 신호동,신호초등학교.,618290,46759,부산광역시 강서구 신호산단2로75번길 12,(신호동),35.08200203,128.8785419,051-9746-800,051-9746-810,http://www.shinho.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001282,양덕초등학교,02,공립,,N,단설,주간,19910517,19910517,2632010400,부산광역시 북구 덕천동,양덕초등학교.,616815,46594,부산광역시 북구 팽나무로 58,"(덕천동, 양덕초등학교)",35.20587408,129.0114674,051-719-8600,051-719-8688,https://school.busanedu.net/yangduk-e/main.do,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001283,양천초등학교,02,공립,,N,단설,주간,19870203,19870203,2632010400,부산광역시 북구 덕천3동,132-59.,616815,46590,부산광역시 북구 덕천로 132,"(덕천동, 양천초등학교)",35.20949246,129.0186542,051-797-6500,051-797-6598,http://busanyangchun.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001284,엄궁초등학교,02,공립,,N,단설,주간,19800527,19791229,2653010800,부산광역시 사상구 엄궁동 47,엄궁초등학교.,617828,47039,부산광역시 사상구 엄궁로191번길 23,", 엄궁초등학교 (엄궁동)",35.12914532,128.974406,051-323-6840,051-327-7278,http://www.omgung.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001285,와석초등학교,02,공립,,N,단설,주간,19990301,19990301,2632010200,부산광역시 북구 화명동,755번지 와석초등학교.,616845,46534,부산광역시 북구 화명대로94번길 83,"(화명동, 와석초등학교)",35.2318479,129.0178242,051-791-5200,051-791-5209,http://waseok.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001286,용수초등학교,02,공립,,N,병설,주간,20020327,20020301,2632010200,부산광역시 북구 화명동 2305,용수초등학교.,616120,46540,부산광역시 북구 화명신도시로 53,"(화명동, 용수초등학교)",35.22885128,129.0090121,051-330-3700,051-363-8944,https://school.busanedu.net/yongsu-e/main.do,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001287,주감초등학교,02,공립,,N,단설,주간,19880501,19880301,2653010600,부산광역시 사상구 주례동,주감초등학교.,617836,46993,부산광역시 사상구 양지로 48,", 주감초등학교 (주례동)",35.1537885,129.0009035,051-320-3900,051-320-3909,www.jugam.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001288,주학초등학교,02,공립,,N,단설,주간,19830509,19830509,2653010600,부산광역시 사상구 주례2동 84-192,주학초등학교.,617833,47010,부산광역시 사상구 가야대로366번길 120,"(주례동, 주학초등학교)",35.14597838,129.0125768,051-327-7471,051-324-9880,http://www.juhak.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001289,창진초등학교,02,공립,,N,단설,주간,19970414,19970414,2653010400,부산광역시 사상구 괘법동 519-2,창진초등학교.,617808,46962,부산광역시 사상구 사상로223번길 100,"(괘법동,창진초등학교)",35.16605574,128.9778353,051-310-3400,051-328-6757,http://www.changjin.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001290,천가초등학교,02,공립,,N,단설,주간,19310504,19310504,2644011900,부산광역시 강서구 성북동,천가초등학교.,618410,46769,부산광역시 강서구 동선길 135,(성북동),35.05217525,128.8308967,051-972-7008,051-971-4031,http://www.chunga.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001294,포천초등학교,02,공립,,N,단설,주간,19900301,19900301,2632010500,부산광역시 북구 구포3동,포천초등학교.,616808,46623,부산광역시 북구 시랑로 115,"(구포동, 포천초등학교)",35.19680064,129.0090556,051-366-3300,051-337-2867,http://pochen.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001295,학장초등학교,02,공립,,N,단설,주간,19491104,19491104,2653010700,부산광역시 사상구 학장동,대동로 413 학장초등학교.,617844,47024,부산광역시 사상구 대동로 205,(학장동),35.14620889,128.9837447,051-320-5701,051-311-9970,http://www.hakjang.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001296,학진초등학교,02,공립,,N,단설,주간,19880301,19880301,2653010800,부산광역시 사상구 엄궁동 산25-21,학진초등학교.,617828,47035,부산광역시 사상구 대동로 34-16,"(엄궁동, 학진초등학교)",35.13299092,128.9751088,051-982-5000,051-323-3921,http://school.busanedu.net/hakjin-e,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001297,화명초등학교,02,공립,,N,단설,주간,19430520,19430520,2632010200,부산광역시 북구 화명2동 256번지,화명초등학교.,616833,46517,부산광역시 북구 대천천길 65,(화명동),35.24227421,129.0175069,051-366-2500,051-343-2343,http://hwamyong.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001446,감정초등학교,02,공립,,N,병설,주간,19800510,19800510,2638010800,부산광역시 사하구 감천동,10-2번지 감정초등학교.,604070,49368,부산광역시 사하구 옥천로 130,", 감정초등학교 (감천동)",35.09686758,129.011103,051-220-0100,051-291-1532,http://gamjung.es.kr/,남녀공학,Y,20190301,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001447,감천초등학교,02,공립,,N,단설,주간,19520328,19520328,2638010800,부산광역시 사하구 감천1동 212,감천초등학교.,604804,49451,부산광역시 사하구 원양로 368-2,"(감천동, 감천초등학교)",35.08331155,129.0077337,051-206-9482,051-206-9484,www.gam.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001448,괴정초등학교,02,공립,,N,단설,주간,19700301,19700301,2638010100,부산광역시 사하구 괴정2동 315,괴정초등학교.,604082,49319,부산광역시 사하구 낙동대로 152,"(괴정동, 괴정초등학교)",35.10388501,128.9993691,051-220-0500,051-220-0599,https://school.busanedu.net/koejeong-e/main.do,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001449,구덕초등학교,02,공립,,N,단설,주간,19670301,19670301,2614010600,부산광역시 서구 서대신동3가,구덕초등학교.,602821,49202,부산광역시 서구 보수대로 312,"(서대신동3가, 구덕초등학교)",35.12045044,129.0125452,051-242-6600,051-247-1996,http://gudeok.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001450,구평초등학교,02,공립,,N,단설,주간,19811201,19811201,2638010700,부산광역시 사하구 구평동,24-19번지 구평초등학교.,604817,49396,부산광역시 사하구 사하로 9,"(구평동,구평초등학교)",35.08723518,128.9894855,051-220-2500,051-262-0048,www.gupyong.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001451,낙동초등학교,02,공립,,N,단설,주간,19660214,19660214,2638010200,부산광역시 사하구 당리동 313-6,낙동초등학교.,604829,49326,부산광역시 사하구 제석로 41,"(당리동,낙동초등학교)",35.10561688,128.9724346,051-207-7631,051-207-7634,www.nagdong.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001452,남부민초등학교,02,공립,,N,병설,주간,19320901,19320901,2614012300,부산광역시 서구 남부민1동,76번지.,602800,49262,부산광역시 서구 천마로 153,"(남부민동,남부민초등학교)",35.08992379,129.0224078,051-247-3901,051-256-2545,http://www.nambumin.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001453,남항초등학교,02,공립,,N,단설,주간,19390401,19390401,2620011100,부산광역시 영도구 영선동4가 247,남항초등학교.,606817,49078,부산광역시 영도구 남항새싹길 55,"(영선동4가, 남항초등학교)",35.08349581,129.0435175,051-417-4142,051-417-4143,http://namhang.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001454,다대초등학교,02,공립,,N,단설,주간,19040401,19040401,2638010600,부산광역시 사하구 다대동,270 다대초등학교.,604050,49522,부산광역시 사하구 다대로 499,"(다대동,다대초등학교)",35.05980867,128.9756939,051-263-0881,051-263-3563,dadae.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001455,다선초등학교,02,공립,,N,단설,주간,19890101,19890101,2638010600,부산광역시 사하구 다대2동 3번지,다선초등학교.,604052,49516,부산광역시 사하구 다송로 57,"(다대동,다선초등학교)",35.06368232,128.985494,051-262-0887,051-266-0665,http://dasun.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001456,다송초등학교,02,공립,,N,병설,주간,19960301,19960301,2638010600,부산광역시 사하구 다대동,다송초등학교.,604821,49513,부산광역시 사하구 다대로381번길 17,"(다대동, 다송초등학교)",35.06931331,128.9799612,051-260-5800,051-265-4687,http://www.dasong.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001457,당리초등학교,02,공립,,N,단설,주간,19840125,19830127,2638010200,부산광역시 사하구 당리동,511번지.,604830,49416,부산광역시 사하구 다대로 22번길 12,"(당리동, 당리초등학교)",35.09997129,128.9749039,051-200-3700,051-208-4603,http://www.dangni.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001458,대교초등학교,02,공립,,N,단설,주간,19671101,19671101,2620011800,부산광역시 영도구 봉래동4가 18,대교초등학교.,606810,49006,부산광역시 영도구 봉래나루로246번길 19,"(봉래동4가, 대교초등학교)",35.09499863,129.0460677,051-410-2500,051-412-8957,http://daegyo.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001459,대신초등학교,02,공립,,N,단설,주간,19370331,19370331,2614010600,부산광역시 서구 서대신동3가   195번지,대신초등학교.,602824,49209,부산광역시 서구 대신로 63,"(서대신동3가,대신초등학교)",35.11570607,129.0118746,051-240-0800,051-240-0899,http://daesin.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001460,대평초등학교,02,공립,,N,단설,주간,19661015,19661015,2620010400,부산광역시 영도구 남항동2가 65,대평초등학교.,606802,49047,부산광역시 영도구 절영로 82,", 대평초등학교 (남항동2가, 대평초등학교)",35.08781753,129.0386128,051-410-0503,051-412-4359,https://school.busanedu.net/daepyung-e/main.do,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001461,동삼초등학교,02,공립,,N,단설,주간,19420401,19420401,2620012100,부산광역시 영도구 동삼1동 247~321,258 동삼초등학교.,606807,49100,부산광역시 영도구 태종로 610,"(동삼동,동삼초등학교)",35.07982966,129.0736696,051-403-9555,051-403-6088,http://school.busanedu.net/dongsam-e/main.do,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001462,동신초등학교,02,공립,,N,병설,주간,19390330,19390330,2614010300,부산광역시 서구 동대신동3가,315,602813,49212,부산광역시 서구 대영로85번길 81-19,"(동대신동3가, 동신초등학교)",35.1141297,129.017632,051-240-0700,051-242-1752,www.dongsin.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001463,봉삼초등학교,02,공립,,N,단설,주간,19960301,19960301,2620012100,부산광역시 영도구 동삼1동,510-8번지 봉삼초등학교.,606081,49113,부산광역시 영도구 함지로79번길 39,"(동삼동, 봉삼초등학교)",35.07483511,129.0636512,051-405-0916,051-405-4222,http://bongsam.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001464,봉학초등학교,02,공립,,N,단설,주간,19520407,19520407,2620012000,부산광역시 영도구 청학1동 389,봉학초등학교.,606823,49025,부산광역시 영도구 태종로 242,"(청학동,봉학초등학교)",35.09554808,129.0547128,051-410-0683,051-413-9726,http://bonghak.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001465,부민초등학교,02,공립,,N,단설,주간,19211015,19211015,2614011000,부산광역시 서구 부용동2가 11,부민초등학교.,602082,49233,부산광역시 서구 고운들로 12,"(부용동2가, 부민초등학교)",35.10680267,129.0194999,051-603-2100,051-248-2132,http://www.bumin.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001466,사남초등학교,02,공립,,N,단설,주간,19830301,19830301,2638010100,부산광역시 사하구 괴정4동 1206,사남초등학교.,604816,49392,부산광역시 사하구 장평로 390,"(괴정동,사남초등학교)",35.09601564,128.9824324,051-220-0400,051-220-0498,http://sanam.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001467,사동초등학교,02,공립,,N,단설,주간,19910501,19910219,2638010200,부산광역시 사하구 당리동 467-6,사동초등학교.,604831,49322,부산광역시 사하구 승학로 129-2,"(당리동, 사동초등학교)",35.10457155,128.9810506,051-200-3500,051-200-3578,https://school.busanedu.net/psadong-e/main.do,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001468,사하초등학교,02,공립,,N,단설,주간,19081006,19081006,2638010100,부산광역시 사하구 괴정동,사하초등학교.,604815,49343,부산광역시 사하구 낙동대로 266,"(괴정동,사하초등학교)",35.10004837,128.9873888,051-793-7200,051-793-7271,www.saha.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001469,상리초등학교,02,공립,,N,단설,주간,19940301,19940301,2620012100,부산광역시 영도구 동삼동,상리초등학교.,606083,49092,부산광역시 영도구 상리로 38,"(동삼동,상리초등학교)",35.08434882,129.0674034,051-719-5800,051-719-5899,http://ses.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001470,서천초등학교,02,공립,,N,단설,주간,19850301,19850301,2638010800,부산광역시 사하구 감천동,서천초등학교.,604803,49374,부산광역시 사하구 감천로105번길 10,"(감천동,서천초등학교)",35.08876128,129.0038502,051-291-4698,051-291-4697,http://seocheon.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001471,송도초등학교,02,공립,,N,단설,주간,19530622,19530622,2614012400,부산광역시 서구 암남동 313,송도초등학교.,602831,49270,부산광역시 서구 충무대로 25,"(암남동, 송도초등학교)",35.07863943,129.015578,051-250-5700,051-247-6473,http://songdo.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001472,승학초등학교,02,공립,,N,단설,주간,19810301,19810301,2638010100,부산광역시 사하구 괴정2동,354-111번지 승학초등학교.,604807,49347,부산광역시 사하구 낙동대로135번길 55,"(괴정동,승학초등학교)",35.101986,129.0032023,051-208-2052,051-208-2053,http://seunghak.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001473,신남초등학교,02,공립,,N,단설,주간,19990901,19990901,2638010400,부산광역시 사하구 신평2동 산 110-3,신남초등학교.,604838,49419,부산광역시 사하구 비봉로 88,"(하단동,신남초등학교)",35.09884772,128.9617952,051-990-7300,051-990-7399,www.sinnam.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001474,신선초등학교,02,공립,,N,단설,주간,19640301,19640301,2620011400,부산광역시 영도구 신선동3가,신선초등학교.,606053,49075,부산광역시 영도구 산정길 17,(신선동3가),35.08359975,129.0476116,051-719-1301,051-418-5159,http://www.sinseon.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001475,신촌초등학교,02,공립,,N,단설,주간,19920301,19920301,2638010400,부산광역시 사하구 신평동,39번지 신촌초등학교.,604833,49393,부산광역시 사하구 다대로135번길 30-21,"(신평동, 신촌초등학교)",35.09120569,128.9805781,051-207-5984,051-207-5987,www.shinchon.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001476,신평초등학교,02,공립,,N,단설,주간,19670809,19670809,2638010400,부산광역시 사하구 신평동,신평초등학교.,604835,49418,부산광역시 사하구 장평로299번안길 19,"(신평동, 신평초등학교)",35.09427658,128.9715342,051-200-5000,051-203-5381,www.sinpyeong.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001477,아미초등학교,02,공립,,N,단설,주간,19590411,19590411,2614011600,부산광역시 서구 아미동2가  89,아미초등학교.,602828,49249,부산광역시 서구 해돋이로 241,", 아미초등학교 (아미동2가)",35.09864722,129.015644,051-240-6001,051-240-6009,http://ami.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001478,영도초등학교,02,공립,,N,단설,주간,19080825,19080825,2620011200,,.,,49061,부산광역시 영도구 꿈나무길 41,"(신선동1가,영도초등학교)",35.08969358,129.0460053,051-6040-107,051-6040-199,http://school.busanedu.net/yeongdo-e/,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001480,옥천초등학교,02,공립,,N,병설,주간,19820302,19820302,2638010800,부산광역시 사하구 감천1동 824,옥천초등학교.,604806,49361,부산광역시 사하구 사하로 134,"(감천동,옥천초등학교)",35.09351951,128.9935766,051-200-0600,051-200-0610,http://okchun.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001481,응봉초등학교,02,공립,,N,단설,주간,19970301,19970301,2638010600,부산광역시 사하구 다대동,응봉초등학교.,604820,49501,부산광역시 사하구 다대낙조2길 26,"(다대동,응봉초등학교)",35.05290135,128.9650812,051-265-6773,051-263-4358,http://eungbong.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001482,장림초등학교,02,공립,,N,병설,주간,19660301,19660301,2638010500,부산광역시 사하구 장림2동,182번지 장림초등학교.,604042,49464,부산광역시 사하구 장림번영로103번길 10,(장림동),35.08189674,128.9758099,051-290-2700,051-261-4334,http://jangrim.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001483,절영초등학교,02,공립,,N,단설,주간,19950301,19950301,2620012100,부산광역시 영도구 동삼동,1124-5.,606080,49113,부산광역시 영도구 함지로 37,"(동삼동,절영초등학교)",35.07294836,129.0631038,051-403-5648,051-403-5646,http://jeolyeong.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001484,중리초등학교,02,공립,,N,단설,주간,19880927,19880927,2620012100,부산광역시 영도구 동삼동,454-34번지 중리초등학교.,606081,49116,부산광역시 영도구 와치로 286,"(동삼동, 중리초등학교)",35.07426731,129.0705253,051-400-2500,051-400-2590,http://joonglee.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001486,중현초등학교,02,공립,,N,단설,주간,19961030,19960901,2638010600,부산광역시 사하구 다대동,중현초등학교.,604820,49503,부산광역시 사하구 다대낙조2길 8,"(다대동,중현초등학교)",35.05113416,128.9664679,051-260-0503,051-266-6532,http://junghyun.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001487,천마초등학교,02,공립,,N,단설,주간,19720916,19720916,2614012400,부산광역시 서구 암남동,81-11 천마초등학교.,602832,49265,부산광역시 서구 천해로7번길 38,"(암남동, 천마초등학교)",35.0816632,129.0182134,051-250-6701,051-253-0102,www.chunma.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001488,청동초등학교,02,공립,,N,단설,주간,19781219,19781219,2620012000,부산광역시 영도구 청학2동,71-1번지.,606818,49088,부산광역시 영도구 태종로 422번길 51,"(청학동, 청동초등학교)",35.08830556,129.0672621,051-400-2800,051-400-2899,school.busanedu.net/chungdong-e,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001489,청학초등학교,02,공립,,N,단설,주간,19540620,19540620,2620012000,부산광역시 영도구 청학1동 412,청학초등학교.,606822,49031,부산광역시 영도구 청학로 49,", 청학초등학교 (청학동)",35.09288914,129.0593081,051-662-0100,051-416-3484,www.cheonghak.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 영도구,S020001491,태종대초등학교,02,공립,,N,단설,주간,19830301,19830301,2620012100,부산광역시 영도구 동삼2동,962번지 태종대초등학교.,606804,49126,부산광역시 영도구 태종로 802,", 38 (동삼동)",35.06580866,129.0788609,051-400-2100,051-400-2180,www.taejongdae.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001492,토성초등학교,02,공립,,N,단설,주간,19150101,19150101,2614011300,부산광역시 서구 토성동2가 25,토성초등학교.,602052,49246,부산광역시 서구 구덕로134번길 45,"(토성동2가, 토성초등학교)",35.09951378,129.0214561,051-250-0800,051-253-1946,http://toseong.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001493,하남초등학교,02,공립,,N,단설,주간,19930427,19930220,2638010300,부산광역시 사하구 하단1동,하남초등학교.,604858,49429,부산광역시 사하구 하신번영로 186,(하단동),35.09953458,128.9600594,051-200-3600,051-200-3699,http://www.hanam.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001494,하단초등학교,02,공립,,N,병설,주간,19830117,19830117,2638010300,부산광역시 사하구 하단동,하단초등학교.,604850,49426,부산광역시 사하구 하신중앙로 321,"(하단동, 하단초등학교)",35.10532425,128.9647073,051-201-3461,051-201-3454,www.hadan.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 서구,S020001495,화랑초등학교,02,공립,,N,단설,주간,19620301,19100320,2614010100,부산광역시 서구 동대신동1가,화랑초등학교.,602808,49222,부산광역시 서구 대영로86번길 56,", 화랑초등학교 (동대신동1가)",35.10873877,129.0209909,051-793-7300,051-793-7388,http://www.hwarang.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시서부교육지원청,부산광역시 사하구,S020001496,효림초등학교,02,공립,,N,단설,주간,19840406,19840406,2638010500,부산광역시 사하구 장림동,효림초등학교.,604845,49468,부산광역시 사하구 장평로 106,"(장림동,효림초등학교)",35.07612574,128.9737502,051-261-5220,051-2665220,http://hyorim.es.kr,남녀공학,N,,N
부산광역시교육청,부산광역시해운대교육지원청,부산광역시 해운대구,S020001645,강동초등학교,02,공립,,N,단설,주간,19620301,19620301,2635010500,부산광역시 해운대구 우2동,1113번지.,612827,48062,부산광역시 해운대구 해운대로349번길 10,"(우동, 강동초등학교)",35.17232325,129.1372078,051-740-2400,051-743-1954,www.pusangangdong.es.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시해운대교육지원청,부산광역시 수영구,S020001646,광남초등학교,02,공립,,N,단설,주간,19790507,19790507,2650010500,부산광역시 수영구 남천2동,147번지.,613817,48305,부산광역시 수영구 광안해변로 115,"(남천동, 광남초등학교)",35.14551686,129.1141515,051-610-6600,051-628-0767,http://gwangnam.es.kr/,남녀공학,N,,N
